mixture_ID,speaker_1_ID,speaker_1_sex,speaker_2_ID,speaker_2_sex,speaker_3_ID,speaker_3_sex,speaker_4_ID,speaker_4_sex,speaker_5_ID,speaker_5_sex,speaker_6_ID,speaker_6_sex,speaker_7_ID,speaker_7_sex,speaker_8_ID,speaker_8_sex,speaker_9_ID,speaker_9_sex,speaker_10_ID,speaker_10_sex
3526-176653-0016_426-122822-0000_6848-252323-0005_7113-86041-0022_1355-39947-0085_7402-59171-0015_3242-67168-0035_3983-5371-0046_3486-166446-0035_8014-112586-0006,3526,F,426,F,6848,M,7113,F,1355,M,7402,M,3242,M,3983,F,3486,M,8014,F
3259-158083-0102_7148-82991-0011_909-131044-0000_3723-171631-0030_481-123719-0005_8324-286681-0008_3240-131232-0034_196-122150-0030_696-93314-0043_426-122821-0019,3259,F,7148,F,909,M,3723,M,481,M,8324,F,3240,M,196,M,696,F,426,F
1553-140048-0040_4214-7146-0009_7059-77900-0039_5049-25947-0007_7226-86965-0027_909-131044-0023_8123-275193-0020_2182-150130-0010_5339-14134-0030_8226-274369-0011,1553,F,4214,F,7059,F,5049,M,7226,M,909,M,8123,F,2182,F,5339,F,8226,M
150-132655-0022_5750-100289-0060_8468-294887-0018_1723-141149-0085_3374-298026-0006_3983-5371-0044_196-122150-0007_4898-28461-0059_5652-19215-0040_458-126290-0001,150,F,5750,M,8468,F,1723,M,3374,M,3983,F,196,M,4898,M,5652,F,458,M
4160-11550-0016_1116-137572-0045_460-172359-0099_403-216-0020_1594-135914-0112_5322-7679-0019_1069-133709-0040_1235-135884-0020_1447-17506-0021_6385-34669-0031,4160,F,1116,F,460,M,403,F,1594,M,5322,M,1069,F,1235,M,1447,F,6385,F
2002-139469-0097_211-122425-0008_26-495-0048_374-180299-0016_3982-178459-0004_7113-86041-0104_3947-13260-0002_2911-12359-0007_7067-76048-0029_1040-133433-0065,2002,M,211,F,26,M,374,M,3982,F,7113,F,3947,F,2911,M,7067,M,1040,M
1447-130550-0030_8425-246962-0000_2514-149482-0102_201-127786-0000_5867-48852-0079_2911-7601-0003_374-180298-0038_3112-9555-0060_4160-11549-0019_5688-15787-0017,1447,F,8425,M,2514,M,201,M,5867,F,2911,M,374,M,3112,F,4160,F,5688,F
229-130880-0088_2289-152257-0013_1624-168623-0034_3112-9554-0023_6437-66172-0024_3486-166424-0025_446-123501-0009_4813-248641-0039_2911-15045-0008_302-123523-0005,229,M,2289,M,1624,M,3112,F,6437,M,3486,M,446,M,4813,M,2911,M,302,F
8098-278278-0012_2691-156755-0004_332-128985-0027_4214-7146-0022_3440-171009-0068_103-1240-0027_2196-174172-0003_1069-133709-0045_3242-67168-0029_4160-11549-0017,8098,M,2691,F,332,M,4214,F,3440,F,103,F,2196,F,1069,F,3242,M,4160,F
4830-25898-0023_7402-90848-0035_6563-63821-0027_4898-28461-0058_7635-105661-0019_7148-7763-0014_6818-76332-0044_4481-17498-0012_6019-3185-0094_6181-216552-0000,4830,M,7402,M,6563,M,4898,M,7635,F,7148,F,6818,F,4481,F,6019,M,6181,M
200-124139-0016_3664-11714-0027_5750-100289-0042_7447-91187-0020_4160-11549-0032_5463-39173-0010_1970-26100-0004_4014-186176-0022_2843-152918-0008_6529-62556-0011,200,F,3664,M,5750,M,7447,M,4160,F,5463,M,1970,F,4014,M,2843,M,6529,M
4406-16882-0037_1926-147979-0030_7511-102419-0047_730-360-0005_7278-91083-0034_3440-171009-0051_5163-18515-0037_1553-140048-0047_2514-149482-0106_3112-9555-0025,4406,M,1926,F,7511,F,730,F,7278,M,3440,F,5163,F,1553,F,2514,M,3112,F
3830-12530-0010_458-126305-0028_5750-100289-0071_887-123291-0011_1963-147036-0031_7312-92432-0017_8975-270782-0053_7511-102420-0011_7800-283493-0033_1743-142914-0009,3830,M,458,M,5750,M,887,F,1963,F,7312,M,8975,F,7511,F,7800,F,1743,M
3374-298032-0027_8063-274117-0015_8226-274371-0023_4051-11218-0055_83-9960-0019_8425-246962-0007_1737-148989-0021_5703-47198-0038_6367-65536-0018_7505-258964-0049,3374,M,8063,M,8226,M,4051,F,83,F,8425,M,1737,F,5703,M,6367,M,7505,M
1737-148989-0036_8312-279790-0001_2159-179157-0021_6531-61334-0030_201-127786-0002_32-4137-0031_4267-287369-0013_4160-11549-0000_1578-140045-0022_7517-100429-0019,1737,F,8312,F,2159,M,6531,F,201,M,32,F,4267,M,4160,F,1578,F,7517,F
1578-140049-0031_4267-287369-0035_6000-55211-0043_3607-135982-0031_7113-86041-0102_198-129977-0015_248-130697-0030_1926-147979-0031_163-122947-0019_1355-39947-0081,1578,F,4267,M,6000,F,3607,M,7113,F,198,F,248,F,1926,F,163,M,1355,M
5561-39621-0034_6529-62554-0002_4441-76263-0035_7113-86041-0077_8123-275193-0017_2691-156745-0031_2518-154826-0035_7264-92316-0043_233-155990-0010_39-121915-0007,5561,F,6529,M,4441,M,7113,F,8123,F,2691,F,2518,M,7264,M,233,M,39,F
7190-90542-0059_60-121082-0001_4853-27670-0013_7278-91083-0028_1963-147036-0034_6147-34606-0033_2691-156745-0026_4297-13006-0041_8468-295198-0006_4137-11702-0030,7190,M,60,M,4853,F,7278,M,1963,F,6147,F,2691,F,4297,F,8468,F,4137,F
1502-122619-0070_6000-86686-0020_3857-182315-0001_831-130746-0017_1363-135842-0031_6081-41998-0017_201-122255-0038_1355-39947-0062_8014-112586-0003_3699-47246-0021,1502,F,6000,F,3857,M,831,M,1363,F,6081,M,201,M,1355,M,8014,F,3699,M
254-127705-0032_3983-5331-0012_1355-39947-0035_5652-39938-0062_7264-92310-0022_4813-248638-0038_1034-121119-0071_460-172359-0060_307-127535-0033_5390-30096-0019,254,M,3983,F,1355,M,5652,F,7264,M,4813,M,1034,M,460,M,307,M,5390,M
3947-13262-0050_3235-28433-0007_6476-57446-0056_1116-132851-0017_3436-172162-0041_3486-166424-0001_3214-167602-0028_196-122150-0029_3699-19401-0015_4195-17507-0018,3947,F,3235,F,6476,F,1116,F,3436,M,3486,M,3214,M,196,M,3699,M,4195,F
2007-149877-0007_2764-36617-0000_328-129766-0077_7794-295947-0013_3242-67168-0030_6531-61334-0016_8770-295462-0039_6147-34606-0032_6476-96661-0007_4680-16042-0031,2007,F,2764,F,328,F,7794,F,3242,M,6531,F,8770,M,6147,F,6476,F,4680,F
6529-62554-0000_460-172359-0087_1502-122619-0090_3112-9555-0049_6385-34655-0004_7078-271888-0085_83-11691-0007_7859-102518-0020_5808-48608-0059_5463-39174-0026,6529,M,460,M,1502,F,3112,F,6385,F,7078,F,83,F,7859,F,5808,M,5463,M
8630-305213-0046_6147-34606-0007_32-21631-0012_4267-287369-0011_1898-145720-0011_8629-261140-0027_6563-63821-0043_4051-11217-0006_6836-61804-0005_2416-152137-0008,8630,M,6147,F,32,F,4267,M,1898,F,8629,M,6563,M,4051,F,6836,M,2416,F
5867-48852-0106_3259-158083-0016_7264-92314-0006_8088-284756-0065_2391-145015-0075_3240-131231-0014_5339-14133-0056_198-126831-0009_5192-19396-0008_4014-186179-0029,5867,F,3259,F,7264,M,8088,M,2391,F,3240,M,5339,F,198,F,5192,M,4014,M
458-126290-0010_2843-152918-0087_3440-171006-0019_4406-16882-0007_3374-298026-0012_7278-91083-0036_5688-41232-0033_1867-148436-0016_1743-142913-0019_2952-410-0002,458,M,2843,M,3440,F,4406,M,3374,M,7278,M,5688,F,1867,M,1743,M,2952,M
1334-135589-0036_3807-4923-0035_8088-284756-0030_1970-10594-0004_2092-145706-0062_7511-102419-0025_2843-152918-0070_4137-11701-0042_250-142276-0053_4859-22176-0015,1334,M,3807,M,8088,M,1970,F,2092,F,7511,F,2843,M,4137,F,250,F,4859,M
1334-135589-0076_1578-140049-0023_8063-274112-0011_403-126855-0029_5561-39621-0017_2817-142371-0069_8770-295462-0036_4214-7146-0058_2289-152258-0005_254-145458-0006,1334,M,1578,F,8063,M,403,F,5561,F,2817,F,8770,M,4214,F,2289,M,254,M
1116-132851-0028_8770-295465-0016_2159-179154-0010_5322-7678-0018_198-126831-0016_163-122947-0091_403-126855-0024_1898-145715-0031_248-130652-0006_8468-294887-0008,1116,F,8770,M,2159,M,5322,M,198,F,163,M,403,F,1898,F,248,F,8468,F
118-47824-0063_8123-275216-0006_7078-271888-0086_7800-283478-0029_8088-284756-0022_6880-216547-0093_78-369-0042_831-130739-0024_1867-154071-0041_2817-142371-0015,118,M,8123,F,7078,F,7800,F,8088,M,6880,M,78,M,831,M,1867,M,2817,F
7447-91187-0018_8088-284756-0019_4830-25904-0034_78-368-0019_2911-7601-0027_839-130898-0009_40-222-0031_3807-4923-0012_887-123289-0030_1867-148436-0000,7447,M,8088,M,4830,M,78,M,2911,M,839,M,40,F,3807,M,887,F,1867,M
7800-283493-0005_8468-294887-0006_200-124139-0031_887-123289-0032_302-123504-0033_1624-168623-0026_3112-9555-0007_374-180298-0061_4680-16041-0028_4340-15220-0042,7800,F,8468,F,200,F,887,F,302,F,1624,M,3112,F,374,M,4680,F,4340,F
3983-5331-0015_1578-6379-0001_8095-274346-0004_2989-138035-0035_2911-7601-0030_3436-172162-0040_8838-298546-0017_8088-284756-0017_2691-156750-0030_3374-298025-0001,3983,F,1578,F,8095,M,2989,F,2911,M,3436,M,8838,M,8088,M,2691,F,3374,M
8123-275216-0021_7800-283478-0015_4859-26870-0012_8108-280354-0007_5703-47212-0006_8975-270782-0002_1898-145724-0015_4640-19188-0039_8324-286683-0003_1970-10594-0002,8123,F,7800,F,4859,M,8108,M,5703,M,8975,F,1898,F,4640,F,8324,F,1970,F
6147-34607-0002_4853-29413-0004_3440-171009-0026_6367-65536-0062_8088-284756-0044_3807-4955-0016_322-124147-0065_118-47824-0051_328-129766-0009_4397-15666-0012,6147,F,4853,F,3440,F,6367,M,8088,M,3807,M,322,F,118,M,328,F,4397,M
26-495-0077_6925-80680-0052_8051-119902-0021_7859-102518-0004_8095-274346-0001_4137-11701-0011_118-121721-0010_3374-298025-0010_125-121342-0044_1970-28415-0015,26,M,6925,M,8051,F,7859,F,8095,M,4137,F,118,M,3374,M,125,F,1970,F
7226-86965-0025_6880-216547-0098_150-126107-0031_7447-91186-0004_298-126790-0014_8051-295385-0029_7059-77900-0022_250-142276-0034_2436-2476-0002_8629-261140-0048,7226,M,6880,M,150,F,7447,M,298,F,8051,F,7059,F,250,F,2436,M,8629,M
4195-186236-0003_4853-27670-0000_7067-76047-0017_3259-158083-0096_8108-280354-0016_4051-10927-0020_6078-54007-0032_405-130895-0033_5456-62043-0034_8095-274348-0017,4195,F,4853,F,7067,M,3259,F,8108,M,4051,F,6078,F,405,M,5456,M,8095,M
5104-33407-0012_8014-280382-0001_322-124147-0008_3664-11714-0004_289-121652-0037_909-131045-0030_1263-141777-0020_8238-274553-0061_2182-181173-0036_3857-182315-0038,5104,M,8014,F,322,F,3664,M,289,F,909,M,1263,F,8238,F,2182,F,3857,M
6078-54013-0019_405-130894-0021_2136-5143-0032_4160-11550-0031_669-129061-0065_226-131532-0027_481-123719-0012_8629-261140-0037_7059-77900-0017_2196-174172-0004,6078,F,405,M,2136,M,4160,F,669,F,226,F,481,M,8629,M,7059,F,2196,F
6019-3185-0043_446-123501-0040_250-142276-0051_4051-11218-0042_831-130746-0005_403-216-0028_2514-149482-0010_211-122425-0018_4160-14187-0019_6078-54007-0035,6019,M,446,M,250,F,4051,F,831,M,403,F,2514,M,211,F,4160,F,6078,F
2136-5143-0007_40-222-0006_6064-56165-0004_5049-25947-0086_1737-142397-0024_5678-43303-0013_198-126831-0034_8468-295198-0031_5778-12761-0045_6209-34601-0038,2136,M,40,F,6064,F,5049,M,1737,F,5678,M,198,F,8468,F,5778,F,6209,M
7517-100442-0018_5456-24741-0011_8095-274346-0041_2911-15045-0014_89-218-0006_3664-178355-0001_5561-41616-0023_3214-167602-0019_2002-139469-0053_4160-11549-0014,7517,F,5456,M,8095,M,2911,M,89,F,3664,M,5561,F,3214,M,2002,M,4160,F
7067-76047-0034_6925-80680-0042_6437-66173-0018_7190-90543-0035_1355-39947-0089_7794-295955-0008_8324-286681-0005_8770-295462-0018_4297-13009-0056_7367-86737-0090,7067,M,6925,M,6437,M,7190,M,1355,M,7794,F,8324,F,8770,M,4297,F,7367,M
3723-171115-0016_7059-88364-0021_8838-298545-0002_196-122152-0003_4362-15663-0069_250-142276-0014_5192-19397-0046_3807-4955-0019_87-121553-0020_1624-168623-0014,3723,M,7059,F,8838,M,196,M,4362,F,250,F,5192,M,3807,M,87,F,1624,M
911-128684-0001_5163-18515-0009_1263-141777-0022_8312-279790-0002_4898-28461-0068_1594-135914-0123_307-127535-0028_6367-65536-0053_7226-86965-0032_445-123860-0017,911,M,5163,F,1263,F,8312,F,4898,M,1594,M,307,M,6367,M,7226,M,445,M
1069-133709-0036_328-129766-0076_5750-100289-0061_6209-34600-0012_7078-271888-0102_481-123719-0017_26-495-0006_6367-74004-0015_7517-100429-0022_3486-166424-0021,1069,F,328,F,5750,M,6209,M,7078,F,481,M,26,M,6367,M,7517,F,3486,M
4640-19187-0038_7148-82991-0031_1235-135884-0012_625-132118-0001_1502-122619-0062_6272-70171-0005_3857-182315-0028_4397-15678-0033_6078-54007-0013_2514-149482-0038,4640,F,7148,F,1235,M,625,M,1502,F,6272,F,3857,M,4397,M,6078,F,2514,M
3374-298032-0029_2893-139322-0015_5456-24741-0015_7859-102521-0004_6209-34601-0029_5390-30096-0016_3440-171006-0001_7113-86041-0075_328-129766-0032_5750-100289-0046,3374,M,2893,M,5456,M,7859,F,6209,M,5390,M,3440,F,7113,F,328,F,5750,M
298-126791-0023_3526-176653-0012_1723-141149-0025_83-11691-0021_3723-171631-0001_6818-76332-0019_4267-78186-0030_6081-41998-0016_730-358-0039_7780-274562-0057,298,F,3526,F,1723,M,83,F,3723,M,6818,F,4267,M,6081,M,730,F,7780,F
201-127786-0021_4051-10927-0007_7517-100429-0025_103-1241-0003_1963-142776-0020_248-130697-0027_6367-65536-0010_233-155990-0038_1235-135883-0028_4195-186238-0017,201,M,4051,F,7517,F,103,F,1963,F,248,F,6367,M,233,M,1235,M,4195,F
6531-61334-0119_250-142286-0021_7635-105409-0023_6818-68772-0039_4441-76262-0016_2159-179157-0007_7367-86737-0024_4088-158077-0043_6415-111615-0017_118-47824-0040,6531,F,250,F,7635,F,6818,F,4441,M,2159,M,7367,M,4088,F,6415,F,118,M
6019-3185-0013_5022-29405-0006_8419-286676-0013_6367-65536-0004_1183-133255-0011_4340-15220-0060_909-131041-0015_887-123290-0017_4018-107312-0029_1970-26100-0028,6019,M,5022,F,8419,M,6367,M,1183,F,4340,F,909,M,887,F,4018,M,1970,F
3526-176651-0006_103-1240-0056_7505-258964-0004_307-127535-0010_8797-294123-0009_3235-28452-0021_1088-129236-0024_5703-47198-0011_2289-152257-0026_1455-138263-0028,3526,F,103,F,7505,M,307,M,8797,M,3235,F,1088,F,5703,M,2289,M,1455,M
3857-180923-0001_3440-171009-0023_4195-186238-0023_39-121915-0000_4160-14187-0028_4362-15663-0054_4853-29413-0001_8324-286682-0022_8226-274371-0000_201-122255-0044,3857,M,3440,F,4195,F,39,F,4160,F,4362,F,4853,F,8324,F,8226,M,201,M
1624-142933-0007_163-122947-0087_2289-152258-0003_2416-152139-0020_4406-16882-0017_6081-42010-0007_5022-29405-0022_3242-8112-0000_3259-158083-0027_1455-134435-0050,1624,M,163,M,2289,M,2416,F,4406,M,6081,M,5022,F,3242,M,3259,F,1455,M
2518-154825-0007_8609-262281-0026_39-121914-0022_3240-131232-0031_4051-10927-0000_6836-76549-0025_311-124404-0032_78-369-0032_909-131041-0023_405-130894-0019,2518,M,8609,M,39,F,3240,M,4051,F,6836,M,311,M,78,M,909,M,405,M
1263-138246-0015_2843-152918-0029_7067-76047-0003_5163-18515-0030_89-219-0040_1116-132847-0008_5688-15787-0011_1926-147987-0020_1455-134435-0070_250-142276-0021,1263,F,2843,M,7067,M,5163,F,89,F,1116,F,5688,F,1926,F,1455,M,250,F
1970-26100-0002_2092-145706-0070_7635-105409-0048_6367-65536-0042_8747-293952-0014_3982-178459-0028_1553-140048-0023_412-126975-0074_7148-82991-0012_3374-298026-0046,1970,F,2092,F,7635,F,6367,M,8747,M,3982,F,1553,F,412,M,7148,F,3374,M
19-198-0037_1578-140045-0005_3947-13262-0020_118-124588-0016_445-123860-0001_298-126790-0042_2092-145706-0065_2384-152900-0022_1624-168623-0044_5390-24512-0021,19,F,1578,F,3947,F,118,M,445,M,298,F,2092,F,2384,M,1624,M,5390,M
6147-34607-0003_6437-66173-0016_7794-295948-0001_1355-39947-0020_8226-274369-0042_2989-138028-0058_6367-65536-0037_1447-130552-0004_8419-286676-0010_6925-80680-0084,6147,F,6437,M,7794,F,1355,M,8226,M,2989,F,6367,M,1447,F,8419,M,6925,M
5463-39173-0018_2691-156750-0000_4014-186179-0010_8108-274318-0028_1737-148989-0007_1624-142933-0012_1502-122619-0091_89-218-0013_3830-12531-0004_125-121124-0069,5463,M,2691,F,4014,M,8108,M,1737,F,1624,M,1502,F,89,F,3830,M,125,F
730-358-0052_1116-137572-0023_7264-92316-0009_298-126790-0021_1743-142913-0014_1578-6379-0030_8975-270782-0018_6818-76332-0031_250-142286-0004_3235-28433-0011,730,F,1116,F,7264,M,298,F,1743,M,1578,F,8975,F,6818,F,250,F,3235,F
887-123290-0011_2002-139469-0061_198-126831-0019_460-172357-0002_5322-7680-0027_328-129766-0004_5022-29411-0039_4830-25904-0040_1088-134315-0048_4137-11701-0000,887,F,2002,M,198,F,460,M,5322,M,328,F,5022,F,4830,M,1088,F,4137,F
7226-86965-0030_2007-149877-0005_4137-11702-0009_2836-5355-0027_6181-216552-0032_8747-293952-0016_1867-154075-0004_4088-158077-0096_458-126294-0007_1743-142912-0021,7226,M,2007,F,4137,F,2836,F,6181,M,8747,M,1867,M,4088,F,458,M,1743,M
460-172359-0004_2007-132570-0039_6880-216547-0076_8014-112602-0041_5322-7678-0033_1069-133699-0044_5393-19218-0056_4788-294466-0010_8108-274318-0020_1034-121119-0061,460,M,2007,F,6880,M,8014,F,5322,M,1069,F,5393,F,4788,M,8108,M,1034,M
6563-63821-0023_19-227-0055_7113-86041-0100_8014-112586-0001_4397-15678-0036_2196-170151-0002_3526-176653-0020_441-128988-0023_1116-132847-0018_298-126791-0036,6563,M,19,F,7113,F,8014,F,4397,M,2196,F,3526,F,441,F,1116,F,298,F
1081-125237-0109_6385-34655-0013_7113-86041-0048_8063-274116-0021_4014-186183-0028_8098-278252-0003_2159-179154-0028_7402-59171-0039_3235-28452-0009_78-369-0011,1081,M,6385,F,7113,F,8063,M,4014,M,8098,M,2159,M,7402,M,3235,F,78,M
1069-133699-0051_7178-34644-0023_669-129061-0014_2691-156750-0016_7226-86964-0004_5703-47198-0057_4137-11702-0048_250-142286-0013_3526-176653-0049_7059-88364-0008,1069,F,7178,F,669,F,2691,F,7226,M,5703,M,4137,F,250,F,3526,F,7059,F
6019-3185-0035_6848-76049-0004_1116-137572-0047_5778-54535-0014_8838-298546-0039_5808-48608-0029_5678-43303-0017_7800-283493-0038_4160-11550-0035_6367-65536-0017,6019,M,6848,M,1116,F,5778,F,8838,M,5808,M,5678,M,7800,F,4160,F,6367,M
307-127539-0040_8312-279790-0030_6836-61803-0042_8123-275209-0017_2989-138028-0031_405-130894-0022_7859-102519-0031_302-123504-0025_322-124147-0050_6181-216552-0094,307,M,8312,F,6836,M,8123,F,2989,F,405,M,7859,F,302,F,322,F,6181,M
2843-152918-0009_6531-61334-0087_481-123720-0032_7190-90542-0063_8238-283452-0011_8312-279790-0029_8425-287387-0030_441-130108-0024_6437-66172-0035_229-130880-0058,2843,M,6531,F,481,M,7190,M,8238,F,8312,F,8425,M,441,F,6437,M,229,M
887-123289-0011_233-134440-0039_1553-140047-0001_481-123719-0038_8088-284756-0078_1263-141777-0005_5867-48852-0057_5789-57195-0033_7113-86041-0066_3982-178459-0058,887,F,233,M,1553,F,481,M,8088,M,1263,F,5867,F,5789,F,7113,F,3982,F
8095-274346-0035_307-127539-0012_403-128339-0026_3259-158083-0057_412-126975-0026_250-142286-0029_3699-47246-0013_8108-274318-0017_4014-186183-0024_2911-12359-0005,8095,M,307,M,403,F,3259,F,412,M,250,F,3699,M,8108,M,4014,M,2911,M
4160-11550-0000_5514-19192-0015_460-172359-0070_7226-86964-0058_2391-145015-0067_2836-5354-0007_625-132112-0033_2007-132570-0052_730-359-0041_2989-138035-0069,4160,F,5514,F,460,M,7226,M,2391,F,2836,F,625,M,2007,F,730,F,2989,F
5463-39173-0008_4788-91208-0019_5808-54425-0009_233-155990-0030_3112-9555-0021_460-172357-0023_4051-11218-0060_1263-138246-0016_8051-118101-0000_3436-172162-0049,5463,M,4788,M,5808,M,233,M,3112,F,460,M,4051,F,1263,F,8051,F,3436,M
5393-19219-0025_6209-34599-0036_669-129061-0070_3214-167606-0003_226-131533-0030_8797-294123-0097_27-124992-0070_78-369-0028_3242-8112-0009_1841-159771-0027,5393,F,6209,M,669,F,3214,M,226,F,8797,M,27,M,78,M,3242,M,1841,F
2416-152139-0017_27-124992-0072_7800-283493-0023_1737-148989-0019_405-130894-0035_1447-130551-0028_5789-57195-0002_1963-147036-0005_1502-122615-0019_4137-11702-0019,2416,F,27,M,7800,F,1737,F,405,M,1447,F,5789,F,1963,F,1502,F,4137,F
5778-12761-0043_7278-104730-0040_1098-133695-0058_4014-186183-0011_6209-34600-0009_226-122538-0007_7367-86737-0002_6272-70191-0007_1970-26100-0018_19-198-0010,5778,F,7278,M,1098,F,4014,M,6209,M,226,F,7367,M,6272,F,1970,F,19,F
8238-274553-0042_78-369-0034_163-122947-0005_1088-134315-0000_200-124139-0017_1334-135589-0050_6531-61334-0068_1081-125237-0006_87-121553-0095_2518-154826-0021,8238,F,78,M,163,M,1088,F,200,F,1334,M,6531,F,1081,M,87,F,2518,M
2092-145706-0031_8419-286676-0020_8123-275193-0021_3235-28433-0045_4640-19187-0023_8838-298545-0045_200-124140-0028_229-130880-0055_1455-134435-0011_8770-295462-0030,2092,F,8419,M,8123,F,3235,F,4640,F,8838,M,200,F,229,M,1455,M,8770,M
5192-19397-0015_5678-43301-0007_233-134440-0051_2518-154826-0013_412-126975-0086_1963-142393-0024_1743-142912-0020_7078-271888-0033_3857-182317-0019_1183-133256-0022,5192,M,5678,M,233,M,2518,M,412,M,1963,F,1743,M,7078,F,3857,M,1183,F
5339-14134-0052_6437-66172-0031_8468-295198-0019_4898-28461-0067_6880-216547-0107_5688-41232-0014_1116-137572-0017_6272-70171-0014_6064-56168-0024_4297-13006-0040,5339,F,6437,M,8468,F,4898,M,6880,M,5688,F,1116,F,6272,F,6064,F,4297,F
201-127786-0003_311-124404-0070_1926-143879-0019_5104-33407-0000_226-131532-0014_4680-16041-0011_150-126107-0023_1081-125237-0007_4160-11550-0028_403-128339-0028,201,M,311,M,1926,F,5104,M,226,F,4680,F,150,F,1081,M,4160,F,403,F
8324-286682-0034_1455-134435-0034_89-219-0022_1737-142397-0042_374-180299-0031_307-127540-0011_1235-135884-0006_7859-102519-0035_1116-137572-0050_4014-186179-0032,8324,F,1455,M,89,F,1737,F,374,M,307,M,1235,M,7859,F,1116,F,4014,M
3235-11599-0019_19-198-0014_3947-13260-0006_5808-48608-0007_4214-7146-0054_481-123719-0028_445-123857-0015_6529-62554-0043_5703-47198-0016_198-126831-0027,3235,F,19,F,3947,F,5808,M,4214,F,481,M,445,M,6529,M,5703,M,198,F
730-359-0050_27-123349-0026_1081-125237-0100_3526-176653-0004_163-122947-0080_2893-139322-0003_5789-70653-0035_2384-152900-0084_3982-178459-0031_446-123501-0049,730,F,27,M,1081,M,3526,F,163,M,2893,M,5789,F,2384,M,3982,F,446,M
8238-274553-0067_1263-141777-0028_1594-135914-0011_7505-83618-0008_8468-286673-0039_4788-94904-0008_426-122821-0025_412-126975-0073_5339-14133-0011_5652-39938-0044,8238,F,1263,F,1594,M,7505,M,8468,F,4788,M,426,F,412,M,5339,F,5652,F
7635-105409-0019_163-122947-0067_7190-90542-0005_8051-118101-0022_7113-86041-0037_7148-59157-0029_3235-28433-0027_6529-62554-0041_2289-152254-0027_6476-96661-0014,7635,F,163,M,7190,M,8051,F,7113,F,7148,F,3235,F,6529,M,2289,M,6476,F
6848-76049-0028_481-123720-0015_4297-13009-0005_625-132118-0050_4137-11701-0025_7505-258964-0016_911-130578-0003_1363-135842-0011_3214-167602-0010_5192-19397-0000,6848,M,481,M,4297,F,625,M,4137,F,7505,M,911,M,1363,F,3214,M,5192,M
226-131533-0006_1841-179183-0001_8629-261139-0039_4830-25898-0049_1040-133433-0015_1088-134315-0045_7178-34644-0027_6147-34606-0000_60-121082-0087_7264-92310-0016,226,F,1841,F,8629,M,4830,M,1040,M,1088,F,7178,F,6147,F,60,M,7264,M
1116-132851-0006_3112-9555-0048_1970-28415-0006_7794-295947-0045_3947-13260-0011_196-122152-0032_2092-145706-0016_8770-295463-0003_2764-36619-0022_3240-131231-0082,1116,F,3112,F,1970,F,7794,F,3947,F,196,M,2092,F,8770,M,2764,F,3240,M
6181-216552-0104_1841-159771-0025_3486-166446-0007_2289-152258-0040_89-219-0019_446-123501-0011_83-11691-0019_7226-86965-0014_374-180298-0037_32-21634-0007,6181,M,1841,F,3486,M,2289,M,89,F,446,M,83,F,7226,M,374,M,32,F
1723-141149-0087_8975-270782-0046_481-123720-0063_696-92939-0031_6531-61334-0109_8051-119902-0032_6078-54007-0012_1898-145702-0014_911-128684-0012_3240-131232-0004,1723,M,8975,F,481,M,696,F,6531,F,8051,F,6078,F,1898,F,911,M,3240,M
6081-42010-0037_2691-156750-0008_4195-186236-0021_696-92939-0036_887-123290-0021_4898-20016-0009_1447-17506-0022_7113-86041-0059_87-121553-0060_4362-15663-0098,6081,M,2691,F,4195,F,696,F,887,F,4898,M,1447,F,7113,F,87,F,4362,F
